"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MA1","OD1","REM","EQD"
"04301099999","2018-01-01T14:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0210,1","-0237,1","10096,1","99999,9,10091,1",,"SYN04204301 46/// /2817 11210 21237 30091 40096=",
"04301099999","2018-01-01T15:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0077,1","99999,9,9,N","999999,9,9,9","-0218,1","-0243,1","10096,1","99999,9,10091,1",,"SYN04204301 46/// /2815 11218 21243 30091 40096=",
"04301099999","2018-01-01T16:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0230,1","-0256,1","10095,1","99999,9,10090,1",,"SYN04204301 46/// /2820 11230 21256 30090 40095=",
"04301099999","2018-01-01T17:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0231,1","-0257,1","10094,1","99999,9,10089,1",,"SYN04204301 46/// /2820 11231 21257 30089 40094=",
"04301099999","2018-01-01T18:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0232,1","-0259,1","10097,1","99999,9,10092,1",,"SYN04204301 46/// /2817 11232 21259 30092 40097=",
"04301099999","2018-01-01T19:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0232,1","-0259,1","10098,1","99999,9,10093,1",,"SYN04204301 46/// /2820 11232 21259 30093 40098=",
"04301099999","2018-01-01T20:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0237,1","-0266,1","10098,1","99999,9,10093,1",,"SYN04204301 46/// /2820 11237 21266 30093 40098=",
"04301099999","2018-01-01T21:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0240,1","-0270,1","10103,1","99999,9,10098,1",,"SYN04204301 46/// /2820 11240 21270 30098 40103=",
"04301099999","2018-01-01T22:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0108,1","99999,9,9,N","999999,9,9,9","-0243,1","-0273,1","10107,1","99999,9,10102,1",,"SYN04204301 46/// /2821 11243 21273 30102 40107=",
"04301099999","2018-01-01T23:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0108,1","99999,9,9,N","999999,9,9,9","-0239,1","-0268,1","10108,1","99999,9,10103,1",,"SYN04204301 46/// /2821 11239 21268 30103 40108=",
"04301099999","2018-01-02T00:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","290,1,N,0113,1","99999,9,9,N","999999,9,9,9","-0242,1","-0271,1","10109,1","99999,9,10104,1",,"SYN04204301 46/// /2922 11242 21271 30104 40109=",
"04301099999","2018-01-02T01:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","290,1,N,0108,1","99999,9,9,N","999999,9,9,9","-0245,1","-0275,1","10105,1","99999,9,10100,1",,"SYN04204301 46/// /2921 11245 21275 30100 40105=",
"04301099999","2018-01-02T02:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0093,1","99999,9,9,N","999999,9,9,9","-0246,1","-0274,1","10110,1","99999,9,10105,1",,"SYN04204301 46/// /2818 11246 21274 30105 40110=",
"04301099999","2018-01-02T03:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0103,1","99999,9,9,N","999999,9,9,9","-0248,1","-0276,1","10109,1","99999,9,10104,1",,"SYN04204301 46/// /2820 11248 21276 30104 40109=",
"04301099999","2018-01-02T04:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0098,1","99999,9,9,N","999999,9,9,9","-0246,1","-0273,1","10110,1","99999,9,10105,1",,"SYN04204301 46/// /2819 11246 21273 30105 40110=",
"04301099999","2018-01-02T05:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0082,1","99999,9,9,N","999999,9,9,9","-0253,1","-0281,1","10113,1","99999,9,10108,1",,"SYN04204301 46/// /2716 11253 21281 30108 40113=",
"04301099999","2018-01-02T06:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0077,1","99999,9,9,N","999999,9,9,9","-0250,1","-0278,1","10114,1","99999,9,10109,1",,"SYN04204301 46/// /2715 11250 21278 30109 40114=",
"04301099999","2018-01-02T07:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0093,1","99999,9,9,N","999999,9,9,9","-0253,1","-0283,1","10116,1","99999,9,10111,1",,"SYN04204301 46/// /2818 11253 21283 30111 40116=",
"04301099999","2018-01-02T08:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0251,1","-0281,1","10117,1","99999,9,10112,1",,"SYN04204301 46/// /2817 11251 21281 30112 40117=",
"04301099999","2018-01-02T09:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0257,1","-0286,1","10120,1","99999,9,10115,1",,"SYN04204301 46/// /2817 11257 21286 30115 40120=",
"04301099999","2018-01-02T10:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0261,1","-0290,1","10126,1","99999,9,10121,1",,"SYN04204301 46/// /2712 11261 21290 30121 40126=",
"04301099999","2018-01-02T11:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0263,1","-0292,1","10126,1","99999,9,10121,1",,"SYN04204301 46/// /2712 11263 21292 30121 40126=",
"04301099999","2018-01-02T12:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0260,1","-0289,1","10127,1","99999,9,10122,1",,"SYN04204301 46/// /2813 11260 21289 30122 40127=",
"04301099999","2018-01-02T13:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0259,1","-0288,1","10129,1","99999,9,10124,1",,"SYN04204301 46/// /2607 11259 21288 30124 40129=",
"04301099999","2018-01-02T14:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","250,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0262,1","-0291,1","10130,1","99999,9,10125,1",,"SYN04204301 46/// /2506 11262 21291 30125 40130=",
"04301099999","2018-01-02T15:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0265,1","-0294,1","10131,1","99999,9,10126,1",,"SYN04204301 46/// /2608 11265 21294 30126 40131=",
"04301099999","2018-01-02T16:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0264,1","-0296,1","10129,1","99999,9,10124,1",,"SYN04204301 46/// /2610 11264 21296 30124 40129=",
"04301099999","2018-01-02T17:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","230,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0278,1","-0307,1","10131,1","99999,9,10126,1",,"SYN04204301 46/// /2305 11278 21307 30126 40131=",
"04301099999","2018-01-02T18:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0279,1","-0309,1","10134,1","99999,9,10129,1",,"SYN04204301 46/// /2606 11279 21309 30129 40134=",
"04301099999","2018-01-02T19:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0296,1","-0327,1","10137,1","99999,9,10132,1",,"SYN04204301 46/// /2308 11296 21327 30132 40137=",
"04301099999","2018-01-02T20:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0288,1","-0314,1","10140,1","99999,9,10135,1",,"SYN04204301 46/// /2706 11288 21314 30135 40140=",
"04301099999","2018-01-02T21:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","230,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0307,1","-0342,1","10141,1","99999,9,10136,1",,"SYN04204301 46/// /2307 11307 21342 30136 40141=",
"04301099999","2018-01-02T22:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","240,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0291,1","-0317,1","10146,1","99999,9,10141,1",,"SYN04204301 46/// /2406 11291 21317 30141 40146=",
"04301099999","2018-01-02T23:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","220,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0305,1","-0337,1","10148,1","99999,9,10143,1",,"SYN04204301 46/// /2206 11305 21337 30143 40148=",
"04301099999","2018-01-03T00:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","220,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0293,1","-0323,1","10150,1","99999,9,10145,1",,"SYN04204301 46/// /2207 11293 21323 30145 40150=",
"04301099999","2018-01-03T01:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","220,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0301,1","-0332,1","10153,1","99999,9,10148,1",,"SYN04204301 46/// /2207 11301 21332 30148 40153=",
"04301099999","2018-01-03T02:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","250,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0303,1","-0334,1","10154,1","99999,9,10149,1",,"SYN04204301 46/// /2506 11303 21334 30149 40154=",
"04301099999","2018-01-03T03:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0286,1","-0316,1","10154,1","99999,9,10149,1",,"SYN04204301 46/// /2607 11286 21316 30149 40154=",
"04301099999","2018-01-03T04:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0288,1","-0318,1","10156,1","99999,9,10151,1",,"SYN04204301 46/// /2607 11288 21318 30151 40156=",
"04301099999","2018-01-03T05:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0283,1","-0313,1","10156,1","99999,9,10151,1",,"SYN04204301 46/// /2712 11283 21313 30151 40156=",
"04301099999","2018-01-03T06:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0280,1","-0309,1","10160,1","99999,9,10155,1",,"SYN04204301 46/// /2811 11280 21309 30155 40160=",
"04301099999","2018-01-03T07:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0082,1","99999,9,9,N","999999,9,9,9","-0276,1","-0306,1","10165,1","99999,9,10160,1",,"SYN04204301 46/// /2716 11276 21306 30160 40165=",
"04301099999","2018-01-03T08:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0093,1","99999,9,9,N","999999,9,9,9","-0268,1","-0299,1","10168,1","99999,9,10163,1",,"SYN04204301 46/// /2818 11268 21299 30163 40168=",
"04301099999","2018-01-03T09:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0088,1","99999,9,9,N","999999,9,9,9","-0268,1","-0299,1","10173,1","99999,9,10168,1",,"SYN04204301 46/// /2717 11268 21299 30168 40173=",
"04301099999","2018-01-03T10:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0072,1","99999,9,9,N","999999,9,9,9","-0270,1","-0300,1","10178,1","99999,9,10173,1",,"SYN04204301 46/// /2714 11270 21300 30173 40178=",
"04301099999","2018-01-03T11:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0273,1","-0302,1","10180,1","99999,9,10175,1",,"SYN04204301 46/// /2810 11273 21302 30175 40180=",
"04301099999","2018-01-03T12:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0269,1","-0299,1","10183,1","99999,9,10178,1",,"SYN04204301 46/// /2808 11269 21299 30178 40183=",
"04301099999","2018-01-03T13:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0098,1","99999,9,9,N","999999,9,9,9","-0255,1","-0287,1","10183,1","99999,9,10178,1",,"SYN04204301 46/// /2819 11255 21287 30178 40183=",
"04301099999","2018-01-03T14:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0067,1","99999,9,9,N","999999,9,9,9","-0266,1","-0297,1","10191,1","99999,9,10186,1",,"SYN04204301 46/// /2713 11266 21297 30186 40191=",
"04301099999","2018-01-03T15:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0062,1","99999,9,9,N","999999,9,9,9","-0269,1","-0299,1","10192,1","99999,9,10187,1",,"SYN04204301 46/// /2712 11269 21299 30187 40192=",
"04301099999","2018-01-03T16:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0057,1","99999,9,9,N","999999,9,9,9","-0272,1","-0304,1","10195,1","99999,9,10190,1",,"SYN04204301 46/// /2711 11272 21304 30190 40195=",
"04301099999","2018-01-03T17:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0276,1","-0306,1","10200,1","99999,9,10195,1",,"SYN04204301 46/// /2608 11276 21306 30195 40200=",
"04301099999","2018-01-03T18:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","250,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0280,1","-0310,1","10202,1","99999,9,10197,1",,"SYN04204301 46/// /2506 11280 21310 30197 40202=",
"04301099999","2018-01-03T19:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0046,1","99999,9,9,N","999999,9,9,9","-0271,1","-0304,1","10207,1","99999,9,10202,1",,"SYN04204301 46/// /2709 11271 21304 30202 40207=",
"04301099999","2018-01-03T20:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0274,1","-0307,1","10214,1","99999,9,10209,1",,"SYN04204301 46/// /2607 11274 21307 30209 40214=",
"04301099999","2018-01-03T21:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0267,1","-0305,1","10219,1","99999,9,10214,1",,"SYN04204301 46/// /2607 11267 21305 30214 40219=",
"04301099999","2018-01-03T22:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","230,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0280,1","-0325,1","10223,1","99999,9,10218,1",,"SYN04204301 46/// /2308 11280 21325 30218 40223=",
"04301099999","2018-01-03T23:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0261,1","-0315,1","10227,1","99999,9,10222,1",,"SYN04204301 46/// /2304 11261 21315 30222 40227=",
"04301099999","2018-01-04T00:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0272,1","-0321,1","10229,1","99999,9,10224,1",,"SYN04204301 46/// /2304 11272 21321 30224 40229=",
"04301099999","2018-01-04T01:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0269,1","-0310,1","10231,1","99999,9,10226,1",,"SYN04204301 46/// /2603 11269 21310 30226 40231=",
"04301099999","2018-01-04T02:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0270,1","-0314,1","10235,1","99999,9,10230,1",,"SYN04204301 46/// /2705 11270 21314 30230 40235=",
"04301099999","2018-01-04T03:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0274,1","-0313,1","10238,1","99999,9,10233,1",,"SYN04204301 46/// /2707 11274 21313 30233 40238=",
"04301099999","2018-01-04T04:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0051,1","99999,9,9,N","999999,9,9,9","-0267,1","-0306,1","10241,1","99999,9,10236,1",,"SYN04204301 46/// /2710 11267 21306 30236 40241=",
"04301099999","2018-01-04T05:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","270,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0285,1","-0322,1","10246,1","99999,9,10241,1",,"SYN04204301 46/// /2706 11285 21322 30241 40246=",
"04301099999","2018-01-04T06:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0285,1","-0318,1","10252,1","99999,9,10247,1",,"SYN04204301 46/// /2606 11285 21318 30247 40252=",
"04301099999","2018-01-04T07:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","250,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0267,1","-0310,1","10257,1","99999,9,10252,1",,"SYN04204301 46/// /2507 11267 21310 30252 40257=",
"04301099999","2018-01-04T08:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0288,1","-0321,1","10265,1","99999,9,10260,1",,"SYN04204301 46/// /2805 11288 21321 30260 40265=",
"04301099999","2018-01-04T09:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0286,1","-0319,1","10268,1","99999,9,10263,1",,"SYN04204301 46/// /2808 11286 21319 30263 40268=",
"04301099999","2018-01-04T10:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","280,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0290,1","-0324,1","10274,1","99999,9,10269,1",,"SYN04204301 46/// /2808 11290 21324 30269 40274=",
"04301099999","2018-01-04T11:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0303,1","-0335,1","10283,1","99999,9,10278,1",,"SYN04204301 46/// /2605 11303 21335 30278 40283=",
"04301099999","2018-01-04T12:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","230,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0306,1","-0344,1","10286,1","99999,9,10281,1",,"SYN04204301 46/// /2306 11306 21344 30281 40286=",
"04301099999","2018-01-04T13:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","240,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0303,1","-0341,1","10286,1","99999,9,10281,1",,"SYN04204301 46/// /2405 11303 21341 30281 40286=",
"04301099999","2018-01-04T14:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","240,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0286,1","-0322,1","10289,1","99999,9,10284,1",,"SYN04204301 46/// /2406 11286 21322 30284 40289=",
"04301099999","2018-01-04T15:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","230,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0296,1","-0337,1","10290,1","99999,9,10285,1",,"SYN04204301 46/// /2305 11296 21337 30285 40290=",
"04301099999","2018-01-04T16:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","230,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0294,1","-0331,1","10293,1","99999,9,10288,1",,"SYN04204301 46/// /2304 11294 21331 30288 40293=",
"04301099999","2018-01-04T17:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","240,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0305,1","-0338,1","10296,1","99999,9,10291,1",,"SYN04204301 46/// /2403 11305 21338 30291 40296=",
"04301099999","2018-01-04T18:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","260,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0309,1","-0338,1","10301,1","99999,9,10296,1",,"SYN04204301 46/// /2604 11309 21338 30296 40301=",
"04301099999","2018-01-04T19:00:00","4","83.65","-33.3666666","4.0","KAP MORRIS JESUP, GL","FM-12","99999","V020","250,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0301,1","-0330,1","10306,1","99999,9,10301,1",,"SYN04204301 46/// /2505 11301 21330 30301 40306=",
