DATE,TMP,DEW,SLP,WND_HD,WND_SPD
2018-01-01T00:00:00,"-0281","-0326","10137","220","0062"
2018-01-01T01:00:00,"-0269","-0315","10136","230","0046"
2018-01-01T02:00:00,"-0273","-0314","10130","210","0036"
2018-01-01T03:00:00,"-0255","-0292","10126","270","0026"
2018-01-01T04:00:00,"-0236","-0277","10121","260","0046"
2018-01-01T05:00:00,"-0239","-0275","10117","220","0031"
2018-01-01T06:00:00,"-0224","-0264","10112","250","0031"
2018-01-01T07:00:00,"-0217","-0254","10108","250","0041"
2018-01-01T08:00:00,"-0212","-0245","10107","270","0051"
2018-01-01T09:00:00,"-0207","-0240","10103","280","0067"
2018-01-01T10:00:00,"-0207","-0237","10102","280","0093"
2018-01-01T11:00:00,"-0207","-0237","10100","280","0098"
2018-01-01T12:00:00,"-0217","-0246","10099","270","0077"
2018-01-01T13:00:00,"-0209","-0239","10096","280","0077"
2018-01-01T14:00:00,"-0210","-0237","10096","280","0088"
2018-01-01T15:00:00,"-0218","-0243","10096","280","0077"
2018-01-01T16:00:00,"-0230","-0256","10095","280","0103"
2018-01-01T17:00:00,"-0231","-0257","10094","280","0103"
2018-01-01T18:00:00,"-0232","-0259","10097","280","0088"
2018-01-01T19:00:00,"-0232","-0259","10098","280","0103"
2018-01-01T20:00:00,"-0237","-0266","10098","280","0103"
2018-01-01T21:00:00,"-0240","-0270","10103","280","0103"
2018-01-01T22:00:00,"-0243","-0273","10107","280","0108"
2018-01-01T23:00:00,"-0239","-0268","10108","280","0108"
2018-01-02T00:00:00,"-0242","-0271","10109","290","0113"
2018-01-02T01:00:00,"-0245","-0275","10105","290","0108"
2018-01-02T02:00:00,"-0246","-0274","10110","280","0093"
2018-01-02T03:00:00,"-0248","-0276","10109","280","0103"
2018-01-02T04:00:00,"-0246","-0273","10110","280","0098"
2018-01-02T05:00:00,"-0253","-0281","10113","270","0082"
2018-01-02T06:00:00,"-0250","-0278","10114","270","0077"
2018-01-02T07:00:00,"-0253","-0283","10116","280","0093"
2018-01-02T08:00:00,"-0251","-0281","10117","280","0088"
2018-01-02T09:00:00,"-0257","-0286","10120","280","0088"
2018-01-02T10:00:00,"-0261","-0290","10126","270","0062"
2018-01-02T11:00:00,"-0263","-0292","10126","270","0062"
2018-01-02T12:00:00,"-0260","-0289","10127","280","0067"
2018-01-02T13:00:00,"-0259","-0288","10129","260","0036"
2018-01-02T14:00:00,"-0262","-0291","10130","250","0031"
2018-01-02T15:00:00,"-0265","-0294","10131","260","0041"
2018-01-02T16:00:00,"-0264","-0296","10129","260","0051"
2018-01-02T17:00:00,"-0278","-0307","10131","230","0026"
2018-01-02T18:00:00,"-0279","-0309","10134","260","0031"
2018-01-02T19:00:00,"-0296","-0327","10137","230","0041"
2018-01-02T20:00:00,"-0288","-0314","10140","270","0031"
2018-01-02T21:00:00,"-0307","-0342","10141","230","0036"
2018-01-02T22:00:00,"-0291","-0317","10146","240","0031"
2018-01-02T23:00:00,"-0305","-0337","10148","220","0031"
2018-01-03T00:00:00,"-0293","-0323","10150","220","0036"
2018-01-03T01:00:00,"-0301","-0332","10153","220","0036"
2018-01-03T02:00:00,"-0303","-0334","10154","250","0031"
2018-01-03T03:00:00,"-0286","-0316","10154","260","0036"
2018-01-03T04:00:00,"-0288","-0318","10156","260","0036"
2018-01-03T05:00:00,"-0283","-0313","10156","270","0062"
2018-01-03T06:00:00,"-0280","-0309","10160","280","0057"
2018-01-03T07:00:00,"-0276","-0306","10165","270","0082"
2018-01-03T08:00:00,"-0268","-0299","10168","280","0093"
2018-01-03T09:00:00,"-0268","-0299","10173","270","0088"
2018-01-03T10:00:00,"-0270","-0300","10178","270","0072"
2018-01-03T11:00:00,"-0273","-0302","10180","280","0051"
2018-01-03T12:00:00,"-0269","-0299","10183","280","0041"
2018-01-03T13:00:00,"-0255","-0287","10183","280","0098"
2018-01-03T14:00:00,"-0266","-0297","10191","270","0067"
2018-01-03T15:00:00,"-0269","-0299","10192","270","0062"
2018-01-03T16:00:00,"-0272","-0304","10195","270","0057"
2018-01-03T17:00:00,"-0276","-0306","10200","260","0041"
2018-01-03T18:00:00,"-0280","-0310","10202","250","0031"
2018-01-03T19:00:00,"-0271","-0304","10207","270","0046"
2018-01-03T20:00:00,"-0274","-0307","10214","260","0036"
2018-01-03T21:00:00,"-0267","-0305","10219","260","0036"
2018-01-03T22:00:00,"-0280","-0325","10223","230","0041"
2018-01-03T23:00:00,"-0261","-0315","10227","230","0021"
2018-01-04T00:00:00,"-0272","-0321","10229","230","0021"
2018-01-04T01:00:00,"-0269","-0310","10231","260","0015"
2018-01-04T02:00:00,"-0270","-0314","10235","270","0026"
2018-01-04T03:00:00,"-0274","-0313","10238","270","0036"
2018-01-04T04:00:00,"-0267","-0306","10241","270","0051"
2018-01-04T05:00:00,"-0285","-0322","10246","270","0031"
2018-01-04T06:00:00,"-0285","-0318","10252","260","0031"
2018-01-04T07:00:00,"-0267","-0310","10257","250","0036"
2018-01-04T08:00:00,"-0288","-0321","10265","280","0026"
2018-01-04T09:00:00,"-0286","-0319","10268","280","0041"
2018-01-04T10:00:00,"-0290","-0324","10274","280","0041"
2018-01-04T11:00:00,"-0303","-0335","10283","260","0026"
2018-01-04T12:00:00,"-0306","-0344","10286","230","0031"
2018-01-04T13:00:00,"-0303","-0341","10286","240","0026"
2018-01-04T14:00:00,"-0286","-0322","10289","240","0031"
2018-01-04T15:00:00,"-0296","-0337","10290","230","0026"
2018-01-04T16:00:00,"-0294","-0331","10293","230","0021"
2018-01-04T17:00:00,"-0305","-0338","10296","240","0015"
2018-01-04T18:00:00,"-0309","-0338","10301","260","0021"
2018-01-04T19:00:00,"-0301","-0330","10306","250","0026"
2018-01-04T20:00:00,"-0308","-0337","10308","260","0026"
2018-01-04T21:00:00,"-0298","-0329","10311","270","0036"
2018-01-04T22:00:00,"-0289","-0324","10314","250","0026"
2018-01-04T23:00:00,"-0290","-0323","10316","260","0026"
2018-01-05T00:00:00,"-0305","-0334","10315","250","0021"
2018-01-05T01:00:00,"-0319","-0346","10318","290","0041"
2018-01-05T02:00:00,"-0314","-0342","10324","270","0041"
2018-01-05T03:00:00,"-0294","-0324","10324","270","0046"
2018-01-05T04:00:00,"-0292","-0340","10324","220","0031"
2018-01-05T05:00:00,"-0317","-0347","10325","280","0036"
2018-01-05T06:00:00,"-0293","-0328","10325","270","0046"
2018-01-05T07:00:00,"-0291","-0337","10327","230","0031"
2018-01-05T08:00:00,"-0292","-0335","10330","250","0021"
2018-01-05T09:00:00,"-0286","-0331","10331","250","0026"
2018-01-05T10:00:00,"-0294","-0345","10332","280","0026"
2018-01-05T11:00:00,"-0277","-0334","10334","240","0031"
2018-01-05T12:00:00,"-0312","-0340","10338","160","0010"
2018-01-05T13:00:00,"+9999","+9999","10334","230","0062"
2018-01-05T14:00:00,"-0291","-0345","10337","210","0051"
2018-01-05T15:00:00,"-0290","-0330","10336","160","0010"
2018-01-05T16:00:00,"-0311","-0346","10337","120","0010"
2018-01-05T17:00:00,"-0287","-0321","10338","120","0010"
2018-01-05T18:00:00,"-0292","-0326","10340","140","0010"
2018-01-05T19:00:00,"-0300","-0343","10341","200","0031"
2018-01-05T20:00:00,"-0306","-0332","10344","140","0015"
2018-01-05T21:00:00,"-0291","-0317","10346","130","0015"
2018-01-05T22:00:00,"-0287","-0317","10346","120","0010"
2018-01-05T23:00:00,"-0313","-0339","10345","120","0015"
2018-01-06T00:00:00,"-0302","-0331","10347","140","0015"
2018-01-06T01:00:00,"-0304","-0333","10345","140","0010"
2018-01-06T02:00:00,"-0294","-0329","10342","190","0010"
2018-01-06T03:00:00,"-0297","-0337","10339","200","0021"
2018-01-06T04:00:00,"-0337","-0369","10336","090","0010"
2018-01-06T05:00:00,"-0335","-0369","10331","120","0005"
2018-01-06T06:00:00,"-0332","-0358","10330","999","0000"
2018-01-06T07:00:00,"-0350","-0379","10330","999","0000"
2018-01-06T08:00:00,"-0344","-0373","10331","999","0000"
2018-01-06T09:00:00,"-0349","-0378","10331","999","0000"
2018-01-06T10:00:00,"-0349","-0378","10328","999","0000"
2018-01-06T11:00:00,"-0354","-0382","10325","999","0000"
2018-01-06T12:00:00,"-0362","-0392","10321","999","0000"
2018-01-06T13:00:00,"-0356","-0385","10318","999","0000"
2018-01-06T14:00:00,"-0348","-0380","10315","999","0000"
2018-01-06T15:00:00,"-0357","-0388","10307","999","0000"
2018-01-06T16:00:00,"-0359","-0390","10303","999","0000"
2018-01-06T17:00:00,"-0354","-0387","10299","999","0000"
2018-01-06T18:00:00,"-0342","-0377","10294","999","0000"
2018-01-06T19:00:00,"-0358","-0391","10292","999","0000"
2018-01-06T20:00:00,"-0346","-0379","10286","999","0000"
2018-01-06T21:00:00,"-0345","-0380","10282","999","0000"
2018-01-06T22:00:00,"-0360","-0394","10275","999","0000"
2018-01-06T23:00:00,"-0353","-0386","10269","999","0000"
2018-01-07T00:00:00,"-0355","-0388","10262","999","0000"
2018-01-07T01:00:00,"-0352","-0384","10255","999","0000"
2018-01-07T02:00:00,"-0360","-0391","10248","999","0000"
2018-01-07T03:00:00,"-0371","-0405","10241","999","0000"
2018-01-07T04:00:00,"-0346","-0374","10233","999","0000"
2018-01-07T05:00:00,"-0375","-0404","10227","999","0000"
2018-01-07T06:00:00,"-0361","-0388","10218","999","0000"
2018-01-07T07:00:00,"-0354","-0383","10214","999","0000"
2018-01-07T08:00:00,"-0352","-0381","10208","999","0000"
2018-01-07T09:00:00,"-0357","-0387","10203","999","0000"
2018-01-07T10:00:00,"-0361","-0391","10197","999","0000"
2018-01-07T11:00:00,"-0360","-0391","10190","999","0000"
2018-01-07T12:00:00,"-0362","-0393","10184","999","0000"
2018-01-07T13:00:00,"-0347","-0377","10178","999","0000"
2018-01-07T14:00:00,"-0342","-0373","10169","999","0000"
2018-01-07T15:00:00,"-0291","-0321","10162","090","0067"
2018-01-07T16:00:00,"-0284","-0313","10159","090","0051"
2018-01-07T17:00:00,"-0278","-0305","10156","120","0041"
2018-01-07T18:00:00,"-0259","-0286","10152","120","0051"
2018-01-07T19:00:00,"-0250","-0277","10150","100","0062"
2018-01-07T20:00:00,"-0243","-0269","10153","120","0041"
2018-01-07T21:00:00,"-0243","-0269","10153","120","0036"
2018-01-07T22:00:00,"-0245","-0271","10153","080","0051"
2018-01-07T23:00:00,"-0256","-0281","10151","100","0036"
2018-01-08T00:00:00,"-0258","-0283","10149","100","0041"
2018-01-08T01:00:00,"-0261","-0288","10149","100","0051"
2018-01-08T02:00:00,"-0265","-0291","10148","090","0057"
2018-01-08T03:00:00,"-0264","-0290","10145","100","0051"
2018-01-08T04:00:00,"-0256","-0281","10142","100","0051"
2018-01-08T05:00:00,"-0256","-0281","10140","090","0036"
2018-01-08T06:00:00,"-0253","-0278","10137","100","0021"
2018-01-08T07:00:00,"-0251","-0276","10133","090","0026"
2018-01-08T08:00:00,"-0247","-0274","10135","080","0036"
2018-01-08T09:00:00,"-0253","-0281","10135","080","0046"
2018-01-08T10:00:00,"-0256","-0284","10134","080","0036"
2018-01-08T11:00:00,"-0268","-0294","10131","090","0021"
2018-01-08T12:00:00,"-0267","-0293","10129","130","0010"
2018-01-08T13:00:00,"-0269","-0297","10127","150","0015"
2018-01-08T14:00:00,"-0262","-0290","10123","170","0010"
2018-01-08T15:00:00,"-0270","-0300","10120","230","0021"
2018-01-08T16:00:00,"-0273","-0301","10116","270","0021"
2018-01-08T17:00:00,"-0286","-0315","10113","280","0057"
2018-01-08T18:00:00,"-0293","-0323","10113","280","0067"
2018-01-08T19:00:00,"-0297","-0328","10112","280","0067"
2018-01-08T20:00:00,"-0308","-0339","10110","280","0067"
2018-01-08T21:00:00,"-0318","-0348","10110","999","0000"
2018-01-08T22:00:00,"-0328","-0359","10113","999","0000"
2018-01-08T23:00:00,"-0331","-0362","10111","999","0000"
2018-01-09T00:00:00,"-0334","-0365","10110","999","0000"
2018-01-09T01:00:00,"-0336","-0368","10111","999","0000"
2018-01-09T02:00:00,"-0335","-0367","10112","999","0000"
2018-01-09T03:00:00,"-0336","-0368","10113","999","0000"
2018-01-09T04:00:00,"-0337","-0369","10112","999","0000"
2018-01-09T05:00:00,"-0338","-0370","10114","999","0000"
2018-01-09T06:00:00,"-0339","-0371","10117","999","0000"
2018-01-09T07:00:00,"-0336","-0368","10121","999","0000"
2018-01-09T08:00:00,"-0336","-0368","10124","999","0000"
2018-01-09T09:00:00,"-0329","-0362","10129","999","0000"
2018-01-09T10:00:00,"-0330","-0362","10134","999","0000"
2018-01-09T11:00:00,"-0332","-0364","10140","999","0000"
2018-01-09T12:00:00,"-0328","-0359","10143","999","0000"
2018-01-09T13:00:00,"-0329","-0360","10147","999","0000"
2018-01-09T14:00:00,"-0329","-0359","10147","999","0000"
2018-01-09T15:00:00,"-0322","-0355","10150","999","0000"
2018-01-09T16:00:00,"-0321","-0354","10151","999","0000"
2018-01-09T17:00:00,"-0318","-0352","10154","999","0000"
2018-01-09T18:00:00,"-0323","-0357","10160","270","0046"
2018-01-09T19:00:00,"-0328","-0362","10166","999","0000"
2018-01-09T20:00:00,"-0334","-0368","10167","999","0000"
2018-01-09T21:00:00,"-0332","-0366","10172","999","0000"
2018-01-09T22:00:00,"-0331","-0368","10175","999","0000"
2018-01-09T23:00:00,"-0343","-0381","10177","999","0000"
2018-01-10T00:00:00,"-0342","-0378","10176","999","0000"
2018-01-10T01:00:00,"-0342","-0381","10177","999","0000"
2018-01-10T02:00:00,"-0352","-0389","10178","999","0000"
2018-01-10T03:00:00,"-0341","-0382","10176","999","0000"
2018-01-10T04:00:00,"+9999","+9999","10177","999","0000"
2018-01-10T05:00:00,"-0339","-0378","10173","999","0000"
2018-01-10T06:00:00,"-0347","-0384","10172","999","0000"
2018-01-10T07:00:00,"-0337","-0373","10170","999","0000"
2018-01-10T08:00:00,"-0342","-0378","10168","999","0000"
2018-01-10T09:00:00,"-0349","-0385","10164","999","0000"
2018-01-10T10:00:00,"-0351","-0385","10166","999","0000"
2018-01-10T11:00:00,"-0354","-0388","10163","999","0000"
2018-01-10T12:00:00,"-0344","-0379","10156","999","0000"
2018-01-10T13:00:00,"-0353","-0389","10149","999","0000"
2018-01-10T14:00:00,"-0349","-0385","10147","999","0000"
2018-01-10T15:00:00,"-0358","-0392","10146","999","0000"
2018-01-10T16:00:00,"-0363","-0397","10142","999","0000"
2018-01-10T17:00:00,"-0362","-0395","10142","999","0000"
2018-01-10T18:00:00,"-0357","-0391","10143","999","0000"
2018-01-10T19:00:00,"-0363","-0394","10146","999","0000"
2018-01-10T20:00:00,"-0351","-0383","10149","999","0000"
2018-01-10T21:00:00,"-0349","-0384","10155","999","0000"
2018-01-10T22:00:00,"-0355","-0391","10154","999","0000"
2018-01-10T23:00:00,"-0341","-0377","10152","999","0000"
2018-01-11T00:00:00,"-0372","-0403","10153","999","0000"
2018-01-11T01:00:00,"-0375","-0408","10151","999","0000"
2018-01-11T02:00:00,"-0356","-0386","10152","999","0000"
2018-01-11T03:00:00,"-0374","-0408","10152","999","0000"
2018-01-11T04:00:00,"-0374","-0408","10151","999","0000"
2018-01-11T05:00:00,"-0371","-0406","10145","999","0000"
2018-01-11T06:00:00,"-0369","-0404","10141","999","0000"
2018-01-11T07:00:00,"-0366","-0400","10140","999","0000"
2018-01-11T08:00:00,"+9999","+9999","10139","999","0000"
2018-01-11T09:00:00,"-0365","-0399","10134","999","0000"
2018-01-11T10:00:00,"-0378","-0409","10131","999","0000"
2018-01-11T11:00:00,"-0395","-0426","10126","999","0000"
2018-01-11T12:00:00,"-0375","-0406","10118","999","0000"
2018-01-11T13:00:00,"-0388","-0420","10113","999","0000"
2018-01-11T14:00:00,"-0372","-0403","10106","999","0000"
2018-01-11T15:00:00,"-0366","-0397","10098","999","0000"
2018-01-11T16:00:00,"-0365","-0396","10092","999","0000"
2018-01-11T17:00:00,"-0364","-0397","10087","999","0000"
2018-01-11T18:00:00,"-0358","-0389","10081","999","0000"
2018-01-11T19:00:00,"-0354","-0386","10074","999","0000"
2018-01-11T20:00:00,"-0355","-0387","10066","999","0000"
2018-01-11T21:00:00,"-0343","-0375","10059","999","0000"
2018-01-11T22:00:00,"-0343","-0375","10049","999","0000"
2018-01-11T23:00:00,"-0332","-0363","10044","999","0000"
2018-01-12T00:00:00,"-0323","-0354","10037","999","0000"
2018-01-12T01:00:00,"-0314","-0344","10033","120","0041"
2018-01-12T02:00:00,"-0309","-0339","10026","160","0021"
2018-01-12T03:00:00,"-0298","-0327","10023","080","0051"
2018-01-12T04:00:00,"-0288","-0316","10019","120","0036"
2018-01-12T05:00:00,"-0284","-0315","10011","110","0036"
2018-01-12T06:00:00,"-0276","-0305","10011","120","0057"
2018-01-12T07:00:00,"-0275","-0305","10012","120","0036"
2018-01-12T08:00:00,"-0272","-0308","10013","120","0031"
2018-01-12T09:00:00,"-0269","-0305","10014","120","0036"
2018-01-12T10:00:00,"-0268","-0303","10015","110","0005"
2018-01-12T11:00:00,"-0293","-0323","10018","280","0057"
2018-01-12T12:00:00,"-0293","-0324","10018","280","0057"
2018-01-12T13:00:00,"-0291","-0321","10019","270","0062"
2018-01-12T14:00:00,"-0289","-0320","10021","270","0072"
2018-01-12T15:00:00,"-0291","-0322","10021","280","0072"
2018-01-12T16:00:00,"-0292","-0322","10023","280","0067"
2018-01-12T17:00:00,"-0289","-0319","10022","280","0067"
2018-01-12T18:00:00,"-0293","-0324","10024","290","0077"
2018-01-12T19:00:00,"-0296","-0327","10028","280","0077"
2018-01-12T20:00:00,"-0298","-0329","10032","280","0067"
2018-01-12T21:00:00,"-0294","-0325","10032","280","0077"
2018-01-12T22:00:00,"-0292","-0323","10033","270","0082"
2018-01-12T23:00:00,"-0290","-0321","10032","280","0072"
2018-01-13T00:00:00,"-0300","-0331","10035","270","0067"
2018-01-13T01:00:00,"-0305","-0337","10036","280","0062"
2018-01-13T02:00:00,"-0307","-0339","10037","260","0067"
2018-01-13T03:00:00,"-0310","-0342","10033","260","0072"
2018-01-13T04:00:00,"-0312","-0344","10029","280","0051"
2018-01-13T05:00:00,"-0310","-0343","10023","270","0057"
2018-01-13T06:00:00,"-0307","-0340","10026","270","0067"
2018-01-13T07:00:00,"-0300","-0332","10018","270","0077"
2018-01-13T08:00:00,"-0296","-0327","10015","260","0077"
2018-01-13T09:00:00,"-0287","-0320","10011","280","0093"
2018-01-13T10:00:00,"-0286","-0319","10010","270","0082"
2018-01-13T11:00:00,"-0280","-0310","10004","270","0088"
2018-01-13T12:00:00,"-0278","-0308","09997","270","0103"
2018-01-13T13:00:00,"-0274","-0304","09996","280","0103"
2018-01-13T14:00:00,"-0271","-0300","09990","280","0098"
2018-01-13T15:00:00,"-0268","-0294","09986","270","0098"
2018-01-13T16:00:00,"-0262","-0289","09983","280","0103"
2018-01-13T17:00:00,"-0260","-0288","09978","280","0113"
2018-01-13T18:00:00,"-0255","-0282","09972","270","0118"
2018-01-13T19:00:00,"-0249","-0276","09973","270","0113"
2018-01-13T20:00:00,"-0250","-0277","09975","280","0118"
2018-01-13T21:00:00,"-0248","-0275","09975","280","0129"
2018-01-13T22:00:00,"-0247","-0273","09976","270","0124"
2018-01-13T23:00:00,"-0243","-0269","09975","280","0129"
2018-01-14T00:00:00,"-0241","-0267","09970","280","0139"
2018-01-14T01:00:00,"-0241","-0267","09973","280","0144"
2018-01-14T02:00:00,"-0241","-0267","09976","280","0139"
2018-01-14T03:00:00,"-0240","-0266","09981","280","0144"
2018-01-14T04:00:00,"-0238","-0263","09988","280","0139"
2018-01-14T05:00:00,"-0241","-0267","09990","280","0134"
2018-01-14T06:00:00,"-0240","-0266","09998","280","0134"
2018-01-14T07:00:00,"-0241","-0267","10005","280","0129"
2018-01-14T08:00:00,"-0247","-0273","10013","280","0139"
2018-01-14T09:00:00,"-0250","-0276","10022","280","0134"
2018-01-14T10:00:00,"-0247","-0273","10028","280","0144"
2018-01-14T11:00:00,"-0245","-0271","10036","280","0144"
2018-01-14T12:00:00,"-0236","-0262","10043","280","0144"
2018-01-14T13:00:00,"-0231","-0256","10047","270","0144"
2018-01-14T14:00:00,"-0224","-0250","10051","270","0134"
2018-01-14T15:00:00,"-0224","-0249","10055","280","0144"
2018-01-14T16:00:00,"-0221","-0246","10063","280","0134"
2018-01-14T17:00:00,"-0219","-0244","10068","280","0124"
2018-01-14T18:00:00,"-0221","-0245","10078","270","0124"
2018-01-14T19:00:00,"-0218","-0242","10083","280","0129"
2018-01-14T20:00:00,"-0219","-0243","10092","280","0124"
2018-01-14T21:00:00,"-0220","-0244","10103","270","0129"
2018-01-14T22:00:00,"-0220","-0245","10112","280","0129"
2018-01-14T23:00:00,"-0220","-0244","10122","270","0124"
2018-01-15T00:00:00,"-0219","-0243","10128","270","0118"
2018-01-15T01:00:00,"-0219","-0244","10134","280","0118"
2018-01-15T02:00:00,"-0218","-0243","10139","270","0103"
2018-01-15T03:00:00,"-0219","-0244","10144","270","0098"
2018-01-15T04:00:00,"-0222","-0250","10153","270","0088"
2018-01-15T05:00:00,"-0224","-0252","10155","270","0093"
2018-01-15T06:00:00,"-0225","-0253","10160","270","0093"
2018-01-15T07:00:00,"-0223","-0251","10166","270","0093"
2018-01-15T08:00:00,"-0227","-0256","10173","270","0088"
2018-01-15T09:00:00,"-0234","-0264","10184","270","0072"
2018-01-15T10:00:00,"-0227","-0258","10188","280","0093"
2018-01-15T11:00:00,"-0229","-0258","10195","280","0088"
2018-01-15T12:00:00,"-0234","-0264","10201","280","0077"
2018-01-15T13:00:00,"-0245","-0273","10204","260","0062"
2018-01-15T14:00:00,"-0246","-0273","10206","270","0062"
2018-01-15T15:00:00,"-0255","-0282","10208","270","0046"
2018-01-15T16:00:00,"-0261","-0286","10208","270","0041"
2018-01-15T17:00:00,"-0270","-0294","10217","260","0021"
2018-01-15T18:00:00,"-0277","-0302","10220","290","0041"
2018-01-15T19:00:00,"-0284","-0310","10223","280","0041"
2018-01-15T20:00:00,"-0283","-0308","10228","270","0026"
2018-01-15T21:00:00,"-0287","-0313","10230","290","0036"
2018-01-15T22:00:00,"-0287","-0311","10232","300","0021"
2018-01-15T23:00:00,"+9999","+9999","10238","230","0010"
2018-01-16T00:00:00,"-0294","-0318","10239","220","0015"
2018-01-16T01:00:00,"-0317","-0346","10243","220","0026"
2018-01-16T02:00:00,"-0303","-0328","10243","210","0015"
2018-01-16T03:00:00,"-0316","-0344","10244","210","0021"
2018-01-16T04:00:00,"-0318","-0345","10243","100","0010"
2018-01-16T05:00:00,"-0309","-0335","10243","170","0010"
2018-01-16T06:00:00,"-0322","-0349","10242","120","0026"
2018-01-16T07:00:00,"-0325","-0354","10245","110","0010"
2018-01-16T08:00:00,"-0319","-0346","10250","110","0031"
2018-01-16T09:00:00,"-0323","-0352","10257","110","0026"
2018-01-16T10:00:00,"-0320","-0349","10256","120","0036"
2018-01-16T11:00:00,"-0317","-0344","10255","120","0026"
2018-01-16T12:00:00,"-0316","-0344","10255","090","0036"
2018-01-16T13:00:00,"-0334","-0362","10259","100","0031"
2018-01-16T14:00:00,"-0331","-0359","10260","999","0000"
2018-01-16T15:00:00,"-0330","-0360","10259","090","0036"
2018-01-16T16:00:00,"-0337","-0366","10258","999","0000"
2018-01-16T17:00:00,"-0322","-0351","10257","090","0051"
2018-01-16T18:00:00,"-0326","-0355","10261","100","0051"
2018-01-16T19:00:00,"-0318","-0347","10259","090","0051"
2018-01-16T20:00:00,"-0321","-0351","10257","100","0041"
2018-01-16T21:00:00,"-0309","-0337","10261","100","0036"
2018-01-16T22:00:00,"-0311","-0340","10262","999","0000"
2018-01-16T23:00:00,"-0299","-0327","10261","999","0000"
2018-01-17T00:00:00,"-0295","-0323","10262","999","0000"
2018-01-17T01:00:00,"-0297","-0325","10262","999","0000"
2018-01-17T02:00:00,"-0300","-0328","10262","999","0000"
2018-01-17T03:00:00,"+9999","+9999","10260","999","0000"
2018-01-17T04:00:00,"-0311","-0340","10256","999","0000"
2018-01-17T05:00:00,"-0293","-0320","10255","090","0062"
2018-01-17T06:00:00,"-0289","-0316","10255","090","0057"
2018-01-17T07:00:00,"-0293","-0321","10257","090","0057"
2018-01-17T08:00:00,"-0298","-0326","10257","999","0000"
2018-01-17T09:00:00,"-0299","-0327","10261","999","0000"
2018-01-17T10:00:00,"-0308","-0337","10263","999","0000"
2018-01-17T11:00:00,"-0309","-0338","10266","999","0000"
2018-01-17T12:00:00,"-0319","-0349","10264","999","0000"
2018-01-17T13:00:00,"-0323","-0353","10263","999","0000"
2018-01-17T14:00:00,"-0320","-0349","10263","999","0000"
2018-01-17T15:00:00,"-0317","-0346","10263","999","0000"
2018-01-17T16:00:00,"-0334","-0365","10262","999","0000"
2018-01-17T17:00:00,"-0320","-0349","10263","999","0000"
2018-01-17T18:00:00,"-0334","-0364","10263","999","0000"
2018-01-17T19:00:00,"-0315","-0344","10264","999","0000"
2018-01-17T20:00:00,"-0318","-0347","10266","999","0000"
2018-01-17T21:00:00,"-0311","-0340","10265","999","0000"
2018-01-17T22:00:00,"-0311","-0339","10265","130","0026"
2018-01-17T23:00:00,"-0320","-0349","10263","999","0000"
2018-01-18T00:00:00,"-0315","-0344","10263","999","0000"
2018-01-18T01:00:00,"-0321","-0351","10260","130","0031"
2018-01-18T02:00:00,"-0316","-0345","10260","999","0000"
2018-01-18T03:00:00,"-0306","-0335","10258","999","0000"
2018-01-18T04:00:00,"-0300","-0328","10256","999","0000"
2018-01-18T05:00:00,"-0307","-0336","10255","999","0000"
2018-01-18T06:00:00,"-0297","-0324","10252","999","0000"
2018-01-18T07:00:00,"-0297","-0325","10247","999","0000"
2018-01-18T08:00:00,"-0270","-0296","10246","999","0000"
2018-01-18T09:00:00,"-0259","-0284","10246","999","0000"
2018-01-18T10:00:00,"-0250","-0276","10247","999","0000"
2018-01-18T11:00:00,"-0238","-0263","10246","999","0000"
2018-01-18T12:00:00,"-0239","-0263","10243","999","0000"
2018-01-18T13:00:00,"-0241","-0265","10239","999","0000"
2018-01-18T14:00:00,"-0220","-0242","10236","999","0000"
2018-01-18T15:00:00,"-0204","-0225","10235","999","0000"
2018-01-18T16:00:00,"-0203","-0224","10232","110","0031"
2018-01-18T17:00:00,"-0201","-0222","10231","090","0026"
2018-01-18T18:00:00,"-0208","-0229","10230","100","0026"
2018-01-18T19:00:00,"-0210","-0231","10230","999","0000"
2018-01-18T20:00:00,"-0197","-0217","10228","080","0026"
2018-01-18T21:00:00,"-0201","-0222","10228","110","0026"
2018-01-18T22:00:00,"-0199","-0220","10226","090","0026"
2018-01-18T23:00:00,"-0208","-0229","10225","090","0041"
2018-01-19T00:00:00,"-0204","-0225","10222","100","0015"
2018-01-19T01:00:00,"-0200","-0221","10222","110","0021"
2018-01-19T02:00:00,"-0196","-0216","10220","100","0026"
2018-01-19T03:00:00,"-0195","-0215","10218","120","0015"
2018-01-19T04:00:00,"-0200","-0220","10215","120","0021"
2018-01-19T05:00:00,"-0197","-0217","10217","220","0010"
2018-01-19T06:00:00,"-0198","-0218","10215","120","0015"
2018-01-19T07:00:00,"-0198","-0218","10218","150","0015"
2018-01-19T08:00:00,"-0199","-0219","10222","090","0015"
2018-01-19T09:00:00,"-0205","-0226","10225","220","0031"
2018-01-19T10:00:00,"-0197","-0217","10228","220","0021"
2018-01-19T11:00:00,"-0204","-0225","10230","260","0021"
2018-01-19T12:00:00,"-0204","-0225","10228","280","0036"
2018-01-19T13:00:00,"-0201","-0221","10227","290","0031"
2018-01-19T14:00:00,"-0200","-0220","10226","280","0031"
2018-01-19T15:00:00,"-0196","-0216","10225","999","0000"
2018-01-19T16:00:00,"-0203","-0224","10224","999","0000"
2018-01-19T17:00:00,"-0205","-0226","10226","999","0000"
