DATE,TMP,DEW,SLP,WND_HD,WND_SPD
2018-02-23T09:00:00,"+0006","-0042","09922","999","0000"
2018-02-23T10:00:00,"-0002","-0031","09910","999","0000"
2018-02-23T11:00:00,"+0000","-0032","09906","999","0000"
2018-02-23T12:00:00,"+0005","-0031","09897","999","0000"
2018-02-23T13:00:00,"+0003","-0032","09888","999","0000"
2018-02-23T14:00:00,"+0000","-0037","09875","999","0000"
2018-02-23T15:00:00,"+0005","-0038","09869","999","0000"
2018-02-23T16:00:00,"-0015","-0064","09865","999","0000"
2018-02-23T17:00:00,"-0020","-0073","09861","999","0000"
2018-02-23T18:00:00,"-0027","-0089","09853","999","0000"
2018-02-23T19:00:00,"-0038","-0104","09840","999","0000"
2018-02-23T20:00:00,"-0024","-0138","09838","999","0000"
2018-02-23T21:00:00,"-0041","-0127","09836","999","0000"
2018-02-23T22:00:00,"-0047","-0135","09835","999","0000"
2018-02-23T23:00:00,"-0045","-0169","09879","999","0000"
2018-02-24T00:00:00,"-0081","-0161","09917","999","0000"
2018-02-24T01:00:00,"-0087","-0172","09952","999","0000"
2018-02-24T02:00:00,"-0102","-0134","09986","999","0000"
2018-02-24T03:00:00,"-0115","-0156","10014","999","0000"
2018-02-24T04:00:00,"-0106","-0191","10033","999","0000"
2018-02-24T05:00:00,"-0111","-0165","10058","999","0000"
2018-02-24T06:00:00,"-0132","-0161","10079","999","0000"
2018-02-24T07:00:00,"-0140","-0159","10092","999","0000"
2018-02-24T08:00:00,"-0130","-0196","10090","999","0000"
2018-02-24T09:00:00,"-0131","-0197","99999","999","0000"
2018-02-24T10:00:00,"-0152","-0211","99999","999","0000"
2018-02-24T11:00:00,"-0148","-0221","10078","999","0000"
2018-02-24T12:00:00,"-0088","-0180","10059","999","0000"
2018-02-24T13:00:00,"-0017","-0095","10032","999","0000"
2018-02-24T14:00:00,"+0014","-0089","10021","999","0000"
2018-02-24T15:00:00,"+0017","-0084","10009","999","0000"
2018-02-24T16:00:00,"+0029","-0107","09996","999","0000"
2018-02-24T17:00:00,"+0028","-0061","09988","999","0000"
2018-02-24T18:00:00,"+0022","-0035","09944","999","0000"
2018-02-24T19:00:00,"+0048","-0045","09903","999","0000"
2018-02-24T20:00:00,"+0061","-0059","09874","999","0000"
2018-02-24T21:00:00,"+0061","-0056","09890","999","0000"
2018-02-24T22:00:00,"+0056","-0054","09907","999","0000"
2018-02-24T23:00:00,"+0056","-0069","09924","999","0000"
2018-02-25T00:00:00,"+0047","-0062","09920","999","0000"
2018-02-25T01:00:00,"+0062","-0067","09903","999","0000"
2018-02-25T02:00:00,"+0052","-0049","09873","999","0000"
2018-02-25T03:00:00,"+0042","-0058","09854","999","0000"
2018-02-25T04:00:00,"+0034","-0060","09876","999","0000"
2018-02-25T05:00:00,"+0022","-0048","09874","999","0000"
2018-02-25T06:00:00,"+0033","-0064","09873","999","0000"
2018-02-25T07:00:00,"+0035","-0062","09875","999","0000"
2018-02-25T08:00:00,"+0037","-0063","09874","999","0000"
2018-02-25T09:00:00,"+0047","-0078","09887","999","0000"
2018-02-25T10:00:00,"+0037","-0080","09875","999","0000"
2018-02-25T11:00:00,"+0044","-0097","09900","999","0000"
2018-02-25T12:00:00,"+0045","-0133","09884","999","0000"
2018-02-25T13:00:00,"+0018","-0091","09893","999","0000"
2018-02-25T14:00:00,"-0060","-0102","09917","999","0000"
2018-02-25T15:00:00,"-0089","-0121","09933","999","0000"
2018-02-25T16:00:00,"-0121","-0139","09951","999","0000"
2018-02-25T17:00:00,"-0125","-0143","09967","999","0000"
2018-02-25T18:00:00,"-0132","-0152","09987","999","0000"
2018-02-25T19:00:00,"-0144","-0164","10024","999","0000"
2018-02-25T20:00:00,"-0136","-0158","10045","999","0000"
2018-02-25T21:00:00,"-0138","-0163","10065","999","0000"
2018-02-25T22:00:00,"-0148","-0175","10079","999","0000"
2018-02-25T23:00:00,"-0151","-0186","10100","999","0000"
2018-02-26T00:00:00,"-0159","-0189","10110","999","0000"
2018-02-26T01:00:00,"-0179","-0208","10109","999","0000"
2018-02-26T02:00:00,"-0185","-0210","10113","999","0000"
2018-02-26T03:00:00,"-0186","-0208","10115","999","0000"
2018-02-26T04:00:00,"-0188","-0211","10115","999","0000"
2018-02-26T05:00:00,"-0177","-0199","10112","999","0000"
2018-02-26T06:00:00,"-0166","-0190","10105","999","0000"
2018-02-26T07:00:00,"-0178","-0207","10108","999","0000"
2018-02-26T08:00:00,"-0162","-0184","10114","999","0000"
2018-02-26T09:00:00,"-0143","-0153","10120","999","0000"
2018-02-26T10:00:00,"-0145","-0165","10134","999","0000"
2018-02-26T11:00:00,"-0155","-0201","10150","999","0000"
2018-02-26T12:00:00,"-0163","-0219","10160","999","0000"
2018-02-26T13:00:00,"-0170","-0226","10162","999","0000"
2018-02-26T14:00:00,"-0175","-0233","10163","999","0000"
2018-02-26T15:00:00,"+9999","+9999","10165","999","0000"
2018-02-26T16:00:00,"-0196","-0249","10164","999","0000"
2018-02-26T17:00:00,"-0193","-0242","10161","999","0000"
2018-02-26T18:00:00,"-0186","-0229","10169","999","0000"
2018-02-26T19:00:00,"-0178","-0223","10172","999","0000"
2018-02-26T20:00:00,"-0203","-0240","10177","999","0000"
2018-02-26T21:00:00,"-0188","-0274","10182","999","0000"
2018-02-26T22:00:00,"-0201","-0277","10181","999","0000"
2018-02-26T23:00:00,"-0213","-0297","10187","999","0000"
2018-02-27T00:00:00,"-0207","-0291","10190","999","0000"
2018-02-27T01:00:00,"-0201","-0298","10190","999","0000"
2018-02-27T02:00:00,"-0221","-0302","10191","999","0000"
2018-02-27T03:00:00,"-0224","-0302","10192","999","0000"
2018-02-27T04:00:00,"-0212","-0305","10193","999","0000"
2018-02-27T05:00:00,"-0229","-0305","10191","999","0000"
2018-02-27T06:00:00,"-0217","-0305","10192","999","0000"
2018-02-27T07:00:00,"-0243","-0312","10190","999","0000"
2018-02-27T08:00:00,"-0244","-0307","10194","999","0000"
2018-02-27T09:00:00,"-0228","-0302","10198","999","0000"
2018-02-27T10:00:00,"-0233","-0313","10200","999","0000"
2018-02-27T11:00:00,"-0232","-0306","10199","999","0000"
2018-02-27T12:00:00,"-0231","-0305","10199","999","0000"
2018-02-27T13:00:00,"-0214","-0307","10202","999","0000"
2018-02-27T14:00:00,"-0211","-0290","10202","999","0000"
2018-02-27T15:00:00,"-0196","-0286","10205","999","0000"
2018-02-27T16:00:00,"-0203","-0259","10221","999","0000"
2018-02-27T17:00:00,"-0190","-0262","10229","999","0000"
2018-02-27T18:00:00,"-0204","-0264","10234","999","0000"
2018-02-27T19:00:00,"+9999","+9999","10241","999","0000"
2018-02-27T20:00:00,"-0198","-0254","10248","999","0000"
2018-02-27T21:00:00,"-0188","-0252","10253","999","0000"
2018-02-27T22:00:00,"-0184","-0261","10261","999","0000"
2018-02-27T23:00:00,"-0174","-0259","10269","999","0000"
2018-02-28T00:00:00,"-0168","-0236","10280","999","0000"
2018-02-28T01:00:00,"-0181","-0240","10284","999","0000"
2018-02-28T02:00:00,"-0202","-0244","10292","999","0000"
2018-02-28T03:00:00,"-0189","-0232","10299","999","0000"
2018-02-28T04:00:00,"-0207","-0252","10303","999","0000"
2018-02-28T05:00:00,"-0209","-0278","10304","999","0000"
2018-02-28T06:00:00,"-0182","-0266","10308","999","0000"
2018-02-28T07:00:00,"-0171","-0261","10310","999","0000"
2018-02-28T08:00:00,"-0184","-0263","10315","999","0000"
2018-02-28T09:00:00,"-0174","-0261","10320","999","0000"
2018-02-28T10:00:00,"-0180","-0257","10323","999","0000"
2018-02-28T11:00:00,"-0165","-0248","10328","999","0000"
2018-02-28T12:00:00,"-0166","-0247","10330","999","0000"
2018-02-28T13:00:00,"-0163","-0242","10335","999","0000"
2018-02-28T14:00:00,"-0168","-0242","10339","999","0000"
2018-02-28T15:00:00,"-0133","-0221","10345","999","0000"
2018-02-28T16:00:00,"-0136","-0192","10350","999","0000"
2018-02-28T17:00:00,"-0139","-0186","10358","999","0000"
2018-02-28T18:00:00,"-0137","-0184","10365","999","0000"
2018-02-28T19:00:00,"-0148","-0188","10371","999","0000"
2018-02-28T20:00:00,"-0160","-0193","10377","999","0000"
2018-02-28T21:00:00,"-0177","-0206","10384","999","0000"
2018-02-28T22:00:00,"-0182","-0217","10388","999","0000"
2018-02-28T23:00:00,"-0207","-0231","10391","999","0000"
2018-03-01T01:00:00,"-0191","-0215","10387","999","0000"
2018-03-01T02:00:00,"-0233","-0258","10386","999","0000"
2018-03-01T03:00:00,"-0217","-0242","10386","999","0000"
2018-03-01T04:00:00,"-0183","-0220","10383","999","0000"
2018-03-01T05:00:00,"-0185","-0226","10377","999","0000"
2018-03-01T06:00:00,"-0119","-0184","10373","999","0000"
2018-03-01T07:00:00,"-0114","-0173","10370","999","0000"
2018-03-01T08:00:00,"-0106","-0168","10371","999","0000"
2018-03-01T09:00:00,"-0108","-0166","10373","999","0000"
2018-03-01T10:00:00,"-0104","-0149","10377","999","0000"
2018-03-01T11:00:00,"-0115","-0150","10380","999","0000"
2018-03-01T12:00:00,"-0138","-0167","10387","999","0000"
2018-03-01T13:00:00,"-0114","-0149","10387","999","0000"
2018-03-01T14:00:00,"-0117","-0147","10393","999","0000"
2018-03-01T15:00:00,"-0125","-0153","10400","999","0000"
2018-03-01T16:00:00,"-0135","-0167","10408","999","0000"
2018-03-01T17:00:00,"-0144","-0181","10416","999","0000"
2018-03-01T18:00:00,"-0152","-0184","10424","999","0000"
2018-03-01T19:00:00,"-0174","-0195","10437","999","0000"
2018-03-01T20:00:00,"-0186","-0204","10446","999","0000"
2018-03-01T21:00:00,"-0175","-0193","10453","999","0000"
2018-03-01T22:00:00,"-0172","-0186","10457","999","0000"
2018-03-01T23:00:00,"-0189","-0208","10459","999","0000"
2018-03-02T00:00:00,"-0206","-0227","10460","999","0000"
2018-03-02T01:00:00,"-0208","-0229","10463","999","0000"
2018-03-02T02:00:00,"-0187","-0206","10462","999","0000"
2018-03-02T03:00:00,"-0182","-0201","10463","999","0000"
2018-03-02T04:00:00,"-0183","-0202","10459","999","0000"
2018-03-02T05:00:00,"-0182","-0201","10455","999","0000"
2018-03-02T06:00:00,"-0176","-0195","10452","999","0000"
2018-03-02T07:00:00,"-0171","-0190","10449","999","0000"
2018-03-02T08:00:00,"-0164","-0191","10446","999","0000"
2018-03-02T09:00:00,"-0165","-0193","10445","999","0000"
2018-03-02T10:00:00,"-0163","-0197","10443","999","0000"
2018-03-02T11:00:00,"-0161","-0192","10442","999","0000"
2018-03-02T12:00:00,"-0160","-0187","10439","999","0000"
2018-03-02T13:00:00,"-0160","-0185","10434","999","0000"
2018-03-02T14:00:00,"-0163","-0188","10431","999","0000"
2018-03-02T15:00:00,"-0163","-0187","10429","999","0000"
2018-03-02T16:00:00,"-0161","-0189","10430","999","0000"
2018-03-02T17:00:00,"-0163","-0190","10427","999","0000"
2018-03-02T18:00:00,"-0174","-0198","10425","999","0000"
2018-03-02T19:00:00,"-0173","-0195","10426","999","0000"
2018-03-02T20:00:00,"-0173","-0195","10426","999","0000"
2018-03-02T21:00:00,"-0189","-0211","10427","999","0000"
2018-03-02T22:00:00,"-0186","-0209","10428","999","0000"
2018-03-02T23:00:00,"-0179","-0205","10429","999","0000"
2018-03-03T00:00:00,"-0179","-0202","10430","999","0000"
2018-03-03T01:00:00,"-0195","-0217","10431","999","0000"
2018-03-03T02:00:00,"-0211","-0235","10433","999","0000"
2018-03-03T03:00:00,"-0210","-0230","10435","999","0000"
2018-03-03T04:00:00,"-0200","-0217","10437","999","0000"
2018-03-03T05:00:00,"-0214","-0235","10438","999","0000"
2018-03-03T06:00:00,"-0217","-0238","10440","999","0000"
2018-03-03T07:00:00,"-0217","-0237","10443","999","0000"
2018-03-03T08:00:00,"-0221","-0241","10444","999","0000"
2018-03-03T09:00:00,"-0220","-0241","10447","999","0000"
2018-03-03T10:00:00,"-0227","-0249","10450","999","0000"
2018-03-03T11:00:00,"-0231","-0253","10451","999","0000"
2018-03-03T12:00:00,"-0224","-0246","10452","999","0000"
2018-03-03T13:00:00,"-0226","-0247","10452","999","0000"
2018-03-03T14:00:00,"-0239","-0262","10451","999","0000"
2018-03-03T15:00:00,"-0240","-0263","10450","999","0000"
2018-03-03T16:00:00,"-0229","-0251","10449","999","0000"
2018-03-03T17:00:00,"-0237","-0260","10445","999","0000"
2018-03-03T18:00:00,"-0239","-0263","10443","999","0000"
2018-03-03T19:00:00,"-0234","-0257","10441","999","0000"
2018-03-03T20:00:00,"-0244","-0270","10441","999","0000"
2018-03-03T21:00:00,"-0241","-0264","10441","999","0000"
2018-03-03T22:00:00,"-0245","-0269","10438","999","0000"
2018-03-03T23:00:00,"-0226","-0249","10435","999","0000"
2018-03-04T00:00:00,"-0235","-0257","10433","999","0000"
2018-03-04T01:00:00,"-0229","-0250","10428","999","0000"
2018-03-04T02:00:00,"-0221","-0243","10425","999","0000"
2018-03-04T03:00:00,"-0245","-0271","10422","999","0000"
2018-03-04T04:00:00,"-0228","-0254","10418","999","0000"
2018-03-04T05:00:00,"-0230","-0256","10414","999","0000"
2018-03-04T06:00:00,"-0227","-0253","10410","999","0000"
2018-03-04T07:00:00,"-0244","-0271","10408","999","0000"
2018-03-04T08:00:00,"-0248","-0278","10405","999","0000"
2018-03-04T09:00:00,"-0251","-0282","10404","999","0000"
2018-03-04T10:00:00,"+9999","+9999","10403","999","0000"
2018-03-04T11:00:00,"-0243","-0273","10401","999","0000"
2018-03-04T12:00:00,"-0231","-0264","10399","999","0000"
2018-03-04T13:00:00,"-0212","-0251","10395","999","0000"
2018-03-04T14:00:00,"-0209","-0242","10392","999","0000"
2018-03-04T15:00:00,"-0215","-0246","10392","999","0000"
2018-03-04T16:00:00,"-0212","-0248","10388","999","0000"
2018-03-04T17:00:00,"-0224","-0259","10384","999","0000"
2018-03-04T18:00:00,"-0234","-0266","10380","999","0000"
2018-03-04T19:00:00,"-0238","-0270","10375","999","0000"
2018-03-04T20:00:00,"-0241","-0274","10371","999","0000"
2018-03-04T21:00:00,"-0236","-0269","10367","999","0000"
2018-03-04T22:00:00,"-0221","-0252","10361","999","0000"
2018-03-04T23:00:00,"-0229","-0255","10356","999","0000"
2018-03-05T00:00:00,"-0251","-0282","10348","999","0000"
2018-03-05T01:00:00,"-0250","-0283","10342","999","0000"
2018-03-05T02:00:00,"-0249","-0282","10334","999","0000"
2018-03-05T03:00:00,"-0243","-0277","10324","999","0000"
2018-03-05T04:00:00,"-0256","-0288","10318","999","0000"
2018-03-05T05:00:00,"-0250","-0277","10310","999","0000"
2018-03-05T06:00:00,"-0264","-0299","10303","999","0000"
2018-03-05T07:00:00,"-0230","-0253","10295","999","0000"
2018-03-05T08:00:00,"-0236","-0258","10291","999","0000"
2018-03-05T09:00:00,"-0245","-0269","10287","999","0000"
2018-03-05T10:00:00,"-0253","-0278","10283","999","0000"
2018-03-05T11:00:00,"-0239","-0263","10277","999","0000"
2018-03-05T12:00:00,"-0240","-0264","10271","999","0000"
2018-03-05T13:00:00,"-0253","-0278","10268","999","0000"
2018-03-05T14:00:00,"+9999","+9999","10265","999","0000"
2018-03-05T15:00:00,"-0267","-0293","10266","999","0000"
2018-03-05T16:00:00,"-0257","-0284","10267","999","0000"
2018-03-05T17:00:00,"-0227","-0250","10268","999","0000"
2018-03-05T18:00:00,"-0219","-0241","10270","999","0000"
2018-03-05T19:00:00,"-0218","-0240","10271","999","0000"
2018-03-05T20:00:00,"-0211","-0232","10273","999","0000"
2018-03-05T21:00:00,"-0204","-0230","10274","999","9999"
2018-03-05T22:00:00,"-0228","-0254","10275","999","0000"
2018-03-05T23:00:00,"-0214","-0251","10278","999","0000"
2018-03-06T00:00:00,"-0222","-0260","10278","999","0000"
2018-03-06T01:00:00,"-0236","-0272","10278","999","0000"
2018-03-06T02:00:00,"-0234","-0275","10276","999","0000"
2018-03-06T03:00:00,"-0224","-0269","10276","999","0000"
2018-03-06T04:00:00,"-0202","-0256","10277","999","0000"
2018-03-06T05:00:00,"-0219","-0256","10277","999","0000"
2018-03-06T06:00:00,"-0224","-0277","10275","999","0000"
2018-03-06T07:00:00,"-0223","-0260","10276","999","0000"
2018-03-06T08:00:00,"-0215","-0258","10278","999","0000"
2018-03-06T09:00:00,"-0212","-0260","10278","999","0000"
2018-03-06T10:00:00,"-0239","-0278","10280","999","0000"
2018-03-06T11:00:00,"-0229","-0269","10280","999","0000"
2018-03-06T12:00:00,"-0237","-0264","10280","999","0000"
2018-03-06T13:00:00,"-0240","-0266","10278","999","0000"
2018-03-06T14:00:00,"-0249","-0280","10277","999","0000"
2018-03-06T15:00:00,"-0247","-0283","10278","999","0000"
2018-03-06T16:00:00,"-0251","-0282","10277","999","0000"
2018-03-06T17:00:00,"-0253","-0280","10275","999","0000"
2018-03-06T18:00:00,"-0239","-0266","10273","999","0000"
2018-03-06T19:00:00,"-0242","-0275","10273","999","0000"
2018-03-06T20:00:00,"-0246","-0277","10275","999","0000"
2018-03-06T21:00:00,"-0253","-0283","10276","999","0000"
2018-03-06T22:00:00,"-0249","-0270","10276","999","0000"
2018-03-06T23:00:00,"-0229","-0251","10280","999","0000"
2018-03-07T00:00:00,"-0230","-0253","10276","999","0000"
2018-03-07T01:00:00,"-0234","-0257","10276","999","0000"
2018-03-07T02:00:00,"-0230","-0253","10276","999","0000"
2018-03-07T03:00:00,"-0228","-0251","10279","999","0000"
2018-03-07T04:00:00,"-0226","-0249","10278","999","0000"
2018-03-07T05:00:00,"-0228","-0251","10279","999","0000"
2018-03-07T06:00:00,"-0225","-0249","10281","999","0000"
2018-03-07T07:00:00,"-0226","-0249","10283","999","0000"
2018-03-07T08:00:00,"-0225","-0249","10286","999","0000"
2018-03-07T09:00:00,"-0222","-0246","10287","999","0000"
2018-03-07T10:00:00,"-0222","-0246","10288","999","0000"
2018-03-07T11:00:00,"-0225","-0249","10291","999","0000"
2018-03-07T12:00:00,"-0223","-0247","10292","999","0000"
2018-03-07T13:00:00,"-0224","-0248","10291","999","0000"
2018-03-07T14:00:00,"-0224","-0248","10294","999","0000"
2018-03-07T15:00:00,"-0226","-0249","10293","999","0000"
2018-03-07T16:00:00,"-0228","-0251","10294","999","0000"
2018-03-07T17:00:00,"-0228","-0251","10293","999","0000"
2018-03-07T18:00:00,"-0228","-0251","10293","999","0000"
2018-03-07T19:00:00,"-0231","-0254","10293","999","0000"
2018-03-07T20:00:00,"-0230","-0253","10294","999","0000"
2018-03-07T21:00:00,"-0229","-0252","10295","999","0000"
2018-03-07T22:00:00,"-0229","-0252","10296","999","0000"
2018-03-07T23:00:00,"-0229","-0252","10296","999","0000"
2018-03-08T00:00:00,"-0229","-0252","10293","999","0000"
2018-03-08T01:00:00,"-0229","-0252","10291","999","0000"
2018-03-08T02:00:00,"-0233","-0256","10292","999","0000"
2018-03-08T03:00:00,"-0233","-0256","10290","999","0000"
2018-03-08T04:00:00,"-0242","-0266","10289","999","0000"
2018-03-08T05:00:00,"-0253","-0278","10288","999","0000"
2018-03-08T06:00:00,"-0260","-0285","10288","999","0000"
2018-03-08T07:00:00,"-0251","-0276","10288","999","0000"
2018-03-08T08:00:00,"-0250","-0276","10290","999","0000"
2018-03-08T09:00:00,"-0241","-0265","10292","999","0000"
2018-03-08T10:00:00,"-0239","-0263","10292","999","0000"
2018-03-08T11:00:00,"-0236","-0261","10292","999","0000"
2018-03-08T12:00:00,"-0232","-0257","10290","999","0000"
2018-03-08T13:00:00,"-0234","-0259","10291","999","0000"
2018-03-08T14:00:00,"-0235","-0260","10289","999","0000"
2018-03-08T15:00:00,"-0236","-0261","10288","999","0000"
2018-03-08T16:00:00,"-0237","-0262","10289","999","0000"
2018-03-08T17:00:00,"-0237","-0262","10286","999","0000"
2018-03-08T18:00:00,"-0239","-0263","10285","999","0000"
2018-03-08T19:00:00,"-0258","-0285","10286","999","0000"
2018-03-08T20:00:00,"-0268","-0294","10287","999","0000"
2018-03-08T21:00:00,"-0245","-0269","10286","999","0000"
2018-03-08T22:00:00,"-0245","-0269","10288","999","0000"
2018-03-08T23:00:00,"-0246","-0270","10289","999","0000"
2018-03-09T00:00:00,"-0248","-0274","10289","999","0000"
2018-03-09T01:00:00,"+9999","+9999","10290","999","0000"
2018-03-09T02:00:00,"-0251","-0276","10291","999","0000"
2018-03-09T03:00:00,"-0252","-0277","10294","999","0000"
2018-03-09T04:00:00,"-0256","-0281","10293","999","0000"
2018-03-09T05:00:00,"-0255","-0280","10293","999","0000"
2018-03-09T06:00:00,"-0258","-0283","10297","999","0000"
2018-03-09T07:00:00,"-0265","-0291","10299","999","0000"
2018-03-09T08:00:00,"-0263","-0289","10301","999","0000"
2018-03-09T09:00:00,"-0265","-0291","10305","999","0000"
2018-03-09T10:00:00,"-0266","-0292","10306","999","0000"
2018-03-09T11:00:00,"-0268","-0294","10307","999","0000"
2018-03-09T12:00:00,"-0268","-0294","10305","999","0000"
2018-03-09T13:00:00,"-0269","-0295","10306","999","0000"
2018-03-09T14:00:00,"-0270","-0296","10306","999","0000"
2018-03-09T15:00:00,"-0268","-0294","10305","999","0000"
2018-03-09T16:00:00,"-0269","-0297","10307","999","0000"
2018-03-09T17:00:00,"-0271","-0299","10307","999","0000"
2018-03-09T18:00:00,"-0276","-0303","10306","999","0000"
2018-03-09T19:00:00,"-0265","-0293","10307","999","0000"
2018-03-09T20:00:00,"-0269","-0298","10311","999","0000"
2018-03-09T21:00:00,"-0276","-0308","10314","999","0000"
2018-03-09T22:00:00,"-0279","-0309","10319","999","0000"
2018-03-09T23:00:00,"-0279","-0309","10317","999","0000"
2018-03-10T00:00:00,"-0282","-0313","10319","999","0000"
2018-03-10T01:00:00,"-0282","-0313","10321","999","0000"
2018-03-10T02:00:00,"-0285","-0318","10323","999","0000"
2018-03-10T03:00:00,"-0295","-0333","10321","999","0000"
2018-03-10T04:00:00,"-0295","-0330","10324","999","0000"
2018-03-10T05:00:00,"+9999","+9999","10322","999","0000"
2018-03-10T06:00:00,"-0298","-0339","10320","999","0000"
2018-03-10T07:00:00,"-0302","-0343","10318","999","0000"
2018-03-10T08:00:00,"-0294","-0338","10318","999","0000"
2018-03-10T09:00:00,"-0296","-0340","10318","999","0000"
2018-03-10T10:00:00,"-0311","-0353","10314","999","0000"
2018-03-10T11:00:00,"-0295","-0346","10311","999","0000"
2018-03-10T12:00:00,"-0302","-0348","10306","999","0000"
2018-03-10T13:00:00,"-0312","-0357","10302","999","0000"
2018-03-10T14:00:00,"-0328","-0363","10300","999","0000"
2018-03-10T15:00:00,"-0321","-0361","10300","999","0000"
2018-03-10T16:00:00,"-0324","-0367","10299","999","0000"
2018-03-10T17:00:00,"-0314","-0359","10293","999","0000"
2018-03-10T18:00:00,"-0302","-0338","10288","999","0000"
2018-03-10T19:00:00,"-0342","-0373","10284","999","0000"
2018-03-10T20:00:00,"-0329","-0364","10280","999","0000"
2018-03-10T21:00:00,"-0343","-0390","10276","999","0000"
2018-03-10T22:00:00,"-0317","-0365","10273","999","0000"
2018-03-10T23:00:00,"-0343","-0384","10271","999","0000"
2018-03-11T00:00:00,"-0341","-0389","10268","999","0000"
2018-03-11T01:00:00,"-0322","-0371","10265","999","0000"
2018-03-11T02:00:00,"-0359","-0406","10262","999","0000"
2018-03-11T03:00:00,"-0360","-0397","10258","999","0000"
2018-03-11T04:00:00,"-0354","-0383","10254","999","0000"
2018-03-11T05:00:00,"-0348","-0383","10249","999","0000"
2018-03-11T06:00:00,"-0320","-0366","10243","999","0000"
2018-03-11T07:00:00,"-0340","-0375","10242","999","0000"
2018-03-11T08:00:00,"-0345","-0380","10242","999","0000"
2018-03-11T09:00:00,"-0353","-0386","10240","999","0000"
2018-03-11T10:00:00,"-0338","-0376","10241","999","0000"
2018-03-11T11:00:00,"-0350","-0392","10238","999","0000"
2018-03-11T12:00:00,"-0359","-0393","10236","999","0000"
2018-03-11T14:00:00,"-0353","-0389","10230","999","0000"
2018-03-11T15:00:00,"-0357","-0393","10230","999","0000"
2018-03-11T16:00:00,"-0353","-0385","10227","999","0000"
2018-03-11T17:00:00,"-0337","-0373","10227","999","0000"
2018-03-11T18:00:00,"-0336","-0375","10227","999","0000"
2018-03-11T19:00:00,"-0337","-0378","10227","999","0000"
2018-03-11T20:00:00,"-0329","-0364","10226","999","0000"
2018-03-11T21:00:00,"-0323","-0363","10228","999","0000"
2018-03-11T22:00:00,"-0333","-0374","10229","999","0000"
2018-03-11T23:00:00,"-0333","-0371","10226","999","0000"
2018-03-12T00:00:00,"-0333","-0367","10224","999","0000"
2018-03-12T01:00:00,"-0351","-0381","10224","999","0000"
2018-03-12T02:00:00,"-0363","-0398","10225","999","0000"
2018-03-12T03:00:00,"-0341","-0377","10226","999","0000"
2018-03-12T04:00:00,"-0325","-0360","10228","999","0000"
2018-03-12T05:00:00,"-0326","-0359","10230","999","0000"
2018-03-12T06:00:00,"-0331","-0369","10233","999","0000"
2018-03-12T07:00:00,"-0334","-0376","10236","999","0000"
2018-03-12T08:00:00,"-0317","-0354","10241","999","0000"
2018-03-12T09:00:00,"-0310","-0355","10243","999","0000"
2018-03-12T10:00:00,"-0302","-0348","10246","999","0000"
2018-03-12T11:00:00,"-0303","-0344","10247","999","0000"
2018-03-12T12:00:00,"-0324","-0362","10250","999","0000"
2018-03-12T13:00:00,"-0338","-0380","10250","999","0000"
2018-03-12T14:00:00,"-0332","-0381","10252","999","0000"
2018-03-12T15:00:00,"-0325","-0374","10254","999","0000"
2018-03-12T16:00:00,"-0325","-0371","10254","999","0000"
2018-03-12T17:00:00,"-0329","-0376","10256","999","0000"
2018-03-12T18:00:00,"-0329","-0375","10257","999","0000"
2018-03-12T19:00:00,"-0315","-0363","10256","999","0000"
2018-03-12T20:00:00,"-0318","-0368","10257","999","0000"
2018-03-12T21:00:00,"-0326","-0369","10259","999","0000"
2018-03-12T22:00:00,"-0317","-0367","10258","999","0000"
2018-03-12T23:00:00,"-0333","-0376","10257","999","0000"
2018-03-13T00:00:00,"-0336","-0378","10254","999","0000"
2018-03-13T01:00:00,"-0364","-0404","10251","999","0000"
2018-03-13T02:00:00,"-0343","-0385","10251","999","0000"
2018-03-13T03:00:00,"-0346","-0385","10249","999","0000"
2018-03-13T04:00:00,"-0357","-0391","10245","999","0000"
2018-03-13T05:00:00,"-0334","-0375","10240","999","0000"
2018-03-13T06:00:00,"-0359","-0399","10236","999","0000"
2018-03-13T07:00:00,"-0366","-0403","10233","999","0000"
2018-03-13T08:00:00,"-0345","-0381","10232","999","0000"
2018-03-13T09:00:00,"-0336","-0372","10229","999","0000"
2018-03-13T10:00:00,"-0351","-0385","10225","999","0000"
2018-03-13T11:00:00,"-0322","-0356","10222","999","0000"
2018-03-13T12:00:00,"-0333","-0367","10219","999","0000"
2018-03-13T13:00:00,"-0328","-0359","10217","999","0000"
2018-03-13T16:00:00,"-0326","-0357","10210","999","0000"
2018-03-13T17:00:00,"-0338","-0370","10208","999","0000"
2018-03-13T18:00:00,"-0333","-0365","10205","999","0000"
2018-03-13T19:00:00,"-0334","-0373","10205","999","0000"
2018-03-13T20:00:00,"-0331","-0368","10207","999","0000"
2018-03-13T21:00:00,"-0339","-0374","10208","999","0000"
2018-03-13T22:00:00,"-0332","-0367","10210","999","0000"
2018-03-13T23:00:00,"-0344","-0375","10209","999","0000"
2018-03-14T00:00:00,"-0337","-0369","10208","999","0000"
2018-03-14T01:00:00,"-0317","-0351","10209","999","0000"
2018-03-14T02:00:00,"-0313","-0349","10211","999","0000"
2018-03-14T03:00:00,"-0333","-0370","10211","999","0000"
2018-03-14T04:00:00,"-0332","-0369","10210","999","0000"
2018-03-14T05:00:00,"-0332","-0369","10210","999","0000"
2018-03-14T06:00:00,"-0334","-0371","10210","999","0000"
